,Date,Author,Title,Views,Clip_Id,File_Name,Text,Coin,Pitch_Min,Pitch_Max,Pitch_05_Quantile,Pitch_95_Quantile,Pitch_Range,Pitch_Stdev,Pitch_Mean,Pitch_Median,Jitter,Shimmer,Hammarberg_Index
0,20210401,Altcoin_Daily,ETH_to_CRUSH_Bitcoin_(Top_Expert_Prediction)_Bitcoin_Proponent_EXPLAINS_on_Lex_Fridman_Podcast,0,0000,Altcoin_Daily-sep-20210401-sep-ETH_to_CRUSH_Bitcoin_(Top_Expert_Prediction)_Bitcoin_Proponent_EXPLAINS_on_Lex_Fridman_Podcast-sep-0-sep-0000.wav,welcome back everybody to altacoin daily my name is aaron in today's video i want to talk about ethereum versus bitcoin can ethereum out perform bitcoin before i play you this excludi,ETH,67.7793172294245,484.00359791034754,89.6276819501176,242.22472866719866,152.59704671708107,5.201319528408308,166.74248182473266,165.85518618617817,0.021879698907063205,0.11270880128063475,19.408691578480507
1,20210401,Altcoin_Daily,ETH_to_CRUSH_Bitcoin_(Top_Expert_Prediction)_Bitcoin_Proponent_EXPLAINS_on_Lex_Fridman_Podcast,0,0001,Altcoin_Daily-sep-20210401-sep-ETH_to_CRUSH_Bitcoin_(Top_Expert_Prediction)_Bitcoin_Proponent_EXPLAINS_on_Lex_Fridman_Podcast-sep-0-sep-0001.wav,sive videoclip of notable bitcoin only person admitting that yeah eth could outperform bitcoin and hi's watching it very closely let me preface this by saying two things number one it is not hard to find an ethereum evangelist tau,ETH,75.0791053893727,590.7904940904848,95.2931051226114,261.4964927118408,166.2033875892294,5.70145408569687,170.25594471369536,156.31873344280066,0.028659480714347846,0.13256042612447916,16.689708302919936
2,20210401,Altcoin_Daily,ETH_to_CRUSH_Bitcoin_(Top_Expert_Prediction)_Bitcoin_Proponent_EXPLAINS_on_Lex_Fridman_Podcast,0,0002,Altcoin_Daily-sep-20210401-sep-ETH_to_CRUSH_Bitcoin_(Top_Expert_Prediction)_Bitcoin_Proponent_EXPLAINS_on_Lex_Fridman_Podcast-sep-0-sep-0002.wav,lking about how eth can outperform bitcoin thit's not hard to find this opinion an eth evangelist going eth is better than bitcoin this is not a hard opinion to find likewise it is not hard to find a bitcoin evangelist a bitcoin maximalist a bitcoin,ETH,76.0603192832017,588.916193307856,95.11507625144748,185.32345663517603,90.20838038372855,4.74400281622243,138.04475027535238,128.87294888130327,0.026019504805289622,0.13687380053897272,14.37465281396955
3,20210401,Altcoin_Daily,ETH_to_CRUSH_Bitcoin_(Top_Expert_Prediction)_Bitcoin_Proponent_EXPLAINS_on_Lex_Fridman_Podcast,0,0003,Altcoin_Daily-sep-20210401-sep-ETH_to_CRUSH_Bitcoin_(Top_Expert_Prediction)_Bitcoin_Proponent_EXPLAINS_on_Lex_Fridman_Podcast-sep-0-sep-0003.wav,nly person saying that bitcoin will outperform eath and bitcoin is better than eath this is not a hard opinion tofind also also today's video it's not an april fools joke this is not a telle tubby's goof so get that out,BTC,75.3732782137522,599.0590559202444,93.29001383912868,236.61450343614916,143.3244895970205,5.583802479537474,154.82940719447797,141.78810335122478,0.02669470823305478,0.14111831988068885,19.32761502834518
4,20210401,Altcoin_Daily,ETH_to_CRUSH_Bitcoin_(Top_Expert_Prediction)_Bitcoin_Proponent_EXPLAINS_on_Lex_Fridman_Podcast,0,0004,Altcoin_Daily-sep-20210401-sep-ETH_to_CRUSH_Bitcoin_(Top_Expert_Prediction)_Bitcoin_Proponent_EXPLAINS_on_Lex_Fridman_Podcast-sep-0-sep-0004.wav,your head right away it is a little bit harder to find a bitcoin evangelist a bitcoin only person admitting that ethereum can outperform bitcoin and he is watching it very closely this is,ETH,77.84388464464354,562.0024867874458,94.5231195696581,317.87733903228434,223.35421946262625,6.406634249765906,178.7600276012503,159.53962170661686,0.025117913658131447,0.12599619709204815,19.23283140153624
5,20210401,Altcoin_Daily,ETH_to_CRUSH_Bitcoin_(Top_Expert_Prediction)_Bitcoin_Proponent_EXPLAINS_on_Lex_Fridman_Podcast,0,0005,Altcoin_Daily-sep-20210401-sep-ETH_to_CRUSH_Bitcoin_(Top_Expert_Prediction)_Bitcoin_Proponent_EXPLAINS_on_Lex_Fridman_Podcast-sep-0-sep-0005.wav,prominent bitcoinor nickcarter on lex fridman's podcast listen to what he says then we'll get into recent news and also i'm going to clue you in as to why i think he has a slightly more nuanced opinion than many bitcoin maximal,BTC,75.76953930254489,552.0411758974176,104.81738362605435,247.64642660381617,142.82904297776182,4.813435541864655,171.36197420749022,168.93093373105,0.024302150990705807,0.13342723975936616,19.678035961799644
6,20210401,Altcoin_Daily,ETH_to_CRUSH_Bitcoin_(Top_Expert_Prediction)_Bitcoin_Proponent_EXPLAINS_on_Lex_Fridman_Podcast,0,0006,Altcoin_Daily-sep-20210401-sep-ETH_to_CRUSH_Bitcoin_(Top_Expert_Prediction)_Bitcoin_Proponent_EXPLAINS_on_Lex_Fridman_Podcast-sep-0-sep-0006.wav,ists in the space listen to thise what about bitcoin's comparison to other current cryptocurrencies so bitcoin versus ethereum for example why um is it possible that ethereum overtakes bitcoin that's certainly,ETH,72.86040159591117,526.1294376033516,77.29559983631307,123.58807505283302,46.29247521651995,3.0059357590500317,94.50644038850047,90.19515697111078,0.024100538552075067,0.08996324509869674,20.541860009074743
7,20210401,Altcoin_Daily,ETH_to_CRUSH_Bitcoin_(Top_Expert_Prediction)_Bitcoin_Proponent_EXPLAINS_on_Lex_Fridman_Podcast,0,0007,Altcoin_Daily-sep-20210401-sep-ETH_to_CRUSH_Bitcoin_(Top_Expert_Prediction)_Bitcoin_Proponent_EXPLAINS_on_Lex_Fridman_Podcast-sep-0-sep-0007.wav,possible yeah i'm not ruling it out um ethereum leadership is sort of wise enough to understand that they shouldn't compete with bitcoin on those most profound qualities like ethereum doesn't really aspire to,ETH,75.05262630956676,148.37602789348014,88.46874886755715,127.22493173522317,38.75618286766601,1.8350894255827257,99.46561896287969,96.21898174266563,0.02306544199808355,0.08933460879420305,22.325995750592142
8,20210401,Altcoin_Daily,ETH_to_CRUSH_Bitcoin_(Top_Expert_Prediction)_Bitcoin_Proponent_EXPLAINS_on_Lex_Fridman_Podcast,0,0008,Altcoin_Daily-sep-20210401-sep-ETH_to_CRUSH_Bitcoin_(Top_Expert_Prediction)_Bitcoin_Proponent_EXPLAINS_on_Lex_Fridman_Podcast-sep-0-sep-0008.wav,be more um sound from a monetary perspective than bitcoin right thein fact the ethereum leadership are a sort of constantly tweaking the monetary policy so they went for a completely different trade off right they also don't compete to,ETH,75.69382057520018,164.6287391532335,87.25014452119503,131.75531338091295,44.50516885971793,2.2086679503280577,102.19859425733512,98.74797608998044,0.02728837477181253,0.08888072912031371,23.64952144751595
9,20210401,Altcoin_Daily,ETH_to_CRUSH_Bitcoin_(Top_Expert_Prediction)_Bitcoin_Proponent_EXPLAINS_on_Lex_Fridman_Podcast,0,0009,Altcoin_Daily-sep-20210401-sep-ETH_to_CRUSH_Bitcoin_(Top_Expert_Prediction)_Bitcoin_Proponent_EXPLAINS_on_Lex_Fridman_Podcast-sep-0-sep-0009.wav,be as decentralized from a governance perspective right because there's leadership there's an eth foundation there's a carismatic leader of italic and ethereum has this policy of hard forks so in bitcoin hard forks are,ETH,75.41241174738046,548.0620783875021,87.31674413443422,131.61242058577545,44.29567645134124,4.5796163088357895,107.332652475126,95.0694571464205,0.025939248517425035,0.10407837150964232,21.92548902024466
